092505,16.99,S,300
092505,16.99,S,300
092505,16.99,B,200
092505,16.99,B,1000
092505,16.99,B,100
092505,16.99,B,1000
092505,16.99,B,1000
092505,16.99,B,1700
092505,16.99,S,300
092505,16.99,S,4900
092505,16.99,S,35100
092505,16.99,S,4600
092505,16.99,S,300
092505,16.99,S,2000
092505,16.99,B,1000
092505,16.99,B,800
092505,16.99,B,100
092505,16.99,B,100
092505,16.99,S,500
092505,16.99,S,5500
092505,16.99,B,1500
092505,16.99,B,4800
092505,16.99,S,100
092505,16.99,B,1000
092505,16.99,B,200
092505,16.99,B,200
092505,16.99,S,1200
092505,16.99,S,100
092505,16.99,B,400
092505,16.99,S,1100
092505,16.99,S,900
092505,16.99,S,100
092505,16.99,S,1300
092505,16.99,S,1000
092505,16.99,S,600
092505,16.99,S,1000
092505,16.99,S,1400
092505,16.99,S,18200
092505,16.99,S,22200
092505,16.99,S,468
092505,16.99,S,10000
092505,16.99,S,7000
092505,16.99,S,406732
092505,16.99,S,4300
092505,16.99,B,10000
092505,16.99,B,2000
092505,16.99,S,200
092505,16.99,S,200
092505,16.99,S,500
092505,16.99,S,900
092505,16.99,S,2900
092505,16.99,S,200
092505,16.99,S,400
092505,16.99,S,1000
092505,16.99,S,4000
092505,16.99,S,3100
092505,16.99,S,1000
092505,16.99,S,500
092505,16.99,S,7400
092505,16.99,S,10000
092505,16.99,S,2000
092505,16.99,S,1000
092505,16.99,B,400
092505,16.99,S,200
092505,16.99,S,1000
092505,16.99,S,9500
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,5800
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,1600
092505,16.99,S,600
092505,16.99,S,2000
092505,16.99,S,4600
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,1800
092505,16.99,S,100
092505,16.99,S,500
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,500
092505,16.99,S,500
092505,16.99,S,100
092505,16.99,S,2400
092505,16.99,S,200
092505,16.99,S,63100
092505,16.99,S,300
092505,16.99,S,30000
092505,16.99,S,300
092505,16.99,S,300
092505,16.99,S,300
092505,16.99,S,100
092505,16.99,S,13800
092505,16.99,S,400
092505,16.99,S,100
092505,16.99,S,2000
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,3000
092505,16.99,S,900
092505,16.99,S,1300
092505,16.99,S,1000
092505,16.99,S,100
092505,16.99,S,1600
092505,16.99,S,300
092505,16.99,S,200
092505,16.99,S,400
092505,16.99,S,100
092505,16.99,S,5000
092505,16.99,S,2000
092505,16.99,S,900
092505,16.99,S,10000
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,80800
092505,16.99,S,172000
092505,16.99,S,300
092505,16.99,S,2000
092505,16.99,S,200
092505,16.99,S,100
092505,16.99,S,7000
092505,16.99,S,500
092505,16.99,S,300
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,500
092505,16.99,S,4300
092505,16.99,S,100
092505,16.99,S,800
092505,16.99,S,3000
092505,16.99,S,300
092505,16.99,S,400
092505,16.99,S,1000
092505,16.99,S,30000
092505,16.99,S,600
092505,16.99,S,100
092505,16.99,S,300
092505,16.99,S,3500
092505,16.99,S,3400
092505,16.99,S,200
092505,16.99,S,900
092505,16.99,S,200
092505,16.99,S,500
092505,16.99,S,100
092505,16.99,S,200
092505,16.99,S,100
092505,16.99,S,1200
092505,16.99,S,1400
092505,16.99,S,100
092505,16.99,S,1000
092505,16.99,S,1000
092505,16.99,S,600
092505,16.99,S,1000
092505,16.99,S,100
092505,16.99,S,5000
092505,16.99,S,2000
092505,16.99,S,500
092505,16.99,S,100
092505,16.99,S,2300
092505,16.99,S,100
092505,16.99,S,8000
092505,16.99,S,2000
092505,16.99,S,300
092505,16.99,S,3000
092505,16.99,S,5000
092505,16.99,S,6700
092505,16.99,S,15568
092505,16.99,B,1000
092505,16.99,B,1000
092505,16.99,B,34800
092505,16.99,B,1000
092505,16.99,B,7400
092505,16.99,B,6000
092505,16.99,B,8732
092505,16.99,S,100
092505,16.99,S,3000
092505,16.99,S,200
092505,16.99,S,300
092505,16.99,S,500
092505,16.99,S,500
092505,16.99,S,1000
092505,16.99,S,500
092505,16.99,S,300
092505,16.99,S,100
092505,16.99,S,300
092505,16.99,S,600
092505,16.99,B,100
092505,16.99,B,1100
092505,16.99,S,100
092505,16.99,B,10000
092505,16.99,B,11200
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,B,100
092505,16.99,B,300
092505,16.99,B,568
092505,16.99,S,17632
092505,16.99,S,500
092505,16.99,S,500
092505,16.99,S,300
092505,16.99,S,200
092505,16.99,S,100
092505,16.99,S,800
092505,16.99,S,3000
092505,16.99,S,7000
092505,16.99,S,2000
092505,16.99,S,600
092505,16.99,S,1000
092505,16.99,S,200
092505,16.99,S,500
092505,16.99,S,200
092505,16.99,S,1200
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,900
092505,16.99,S,9500
092505,16.99,S,200
092505,16.99,S,100
092505,16.99,S,300
092505,16.99,S,200
092505,16.99,S,1000
092505,16.99,S,200
092505,16.99,S,1000
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,1000
092505,16.99,S,500
092505,16.99,S,3000
092505,16.99,S,3000
092505,16.99,S,4600
092505,16.99,S,200
092505,16.99,S,3000
092505,16.99,S,400
092505,16.99,S,1000
092505,16.99,S,100
092505,16.99,S,2000
092505,16.99,S,600
092505,16.99,B,71668
092505,16.99,S,10832
092505,16.99,B,2000
092505,16.99,S,100
092505,16.99,S,5000
092505,16.99,S,200
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,S,1000
092505,16.99,S,3000
092505,16.99,S,3000
092505,16.99,S,2800
092505,16.99,S,2200
092505,16.99,S,900
092505,16.99,S,5000
092505,16.99,S,1000
092505,16.99,S,200
092505,16.99,S,500
092505,16.99,S,1000
092505,16.99,S,700
092505,16.99,S,100
092505,16.99,S,500
092505,16.99,S,200
092505,16.99,S,400
092505,16.99,S,1000
092505,16.99,S,1000
092505,16.99,B,200
092505,16.99,B,500
092505,16.99,B,200
092505,16.99,B,200
092505,16.99,B,400
092505,16.99,B,100
092505,16.99,B,300
092505,16.99,S,2000
092505,16.99,S,300
092505,16.99,S,200
092505,16.99,S,1000
092505,16.99,S,200
092505,16.99,S,1000
092505,16.99,S,3000
092505,16.99,S,500
092505,16.99,S,2000
092505,16.99,S,1100
092505,16.99,S,300
092505,16.99,S,58100
092505,16.99,S,1000
092505,16.99,S,600
092505,16.99,S,200
092505,16.99,S,1000
092505,16.99,S,7000
092505,16.99,S,10000
092505,16.99,S,700
092505,16.99,S,1200
092505,16.99,S,2000
092505,16.99,S,900
092505,16.99,S,1500
092505,16.99,S,68
092505,16.99,B,900
092505,16.99,B,532
092505,16.99,B,1000
092505,16.99,S,2868
092505,16.99,S,100
092505,16.99,S,32
092505,16.99,S,1000
092505,16.99,S,3768
092505,16.99,S,500
092505,16.99,S,5732
092505,16.99,S,1000
092505,16.99,S,3000
092505,16.99,S,1000
092505,16.99,S,800
092505,16.99,S,4468
092505,16.99,S,5100
092505,16.99,S,4400
092505,16.99,S,1200
092505,16.99,S,500
092505,16.99,S,2900
092505,16.99,S,300
092505,16.99,S,1132
092505,16.99,S,1000
092505,16.99,S,1200
092505,16.99,S,1000
092505,16.99,S,2000
092505,16.99,S,1768
092505,16.99,S,1232
092505,16.99,S,6468
092505,16.99,S,13532
092505,16.99,S,200
092505,16.99,S,5000
092505,16.99,S,600
092505,16.99,S,568
092505,16.99,S,3432
092505,16.99,S,3000
092505,16.99,S,100
092505,16.99,S,100
092505,16.99,B,1768
092505,16.99,S,5000
092505,16.99,S,500
092505,16.99,S,200
092505,16.99,S,2532
092505,16.99,S,1000
092505,16.99,S,500
092505,16.99,S,3968
092505,16.99,S,1032
092505,16.99,S,1468
092505,16.99,S,2100
092505,16.99,S,96432
092505,16.99,S,10000
092505,16.99,S,600
092505,16.99,S,8000
092505,16.99,B,1400
092505,16.99,B,10000
092505,16.99,S,100
092505,16.99,S,1000
092505,16.99,S,400
092505,16.99,S,200
092505,16.99,S,200
092505,16.99,S,1000
092505,16.99,S,200
092505,16.99,S,100
092505,16.99,S,300
092505,16.99,S,500
092505,16.99,S,2400
092505,16.99,S,3000
092505,16.99,S,900
092505,16.99,S,100
092505,16.99,S,800
092505,16.99,B,1000
092505,16.99,S,500
092505,16.99,S,1000
092505,16.99,S,200
092505,16.99,B,2000
092505,16.99,S,300
092505,16.99,S,300
092505,16.99,S,3100
092505,16.99,S,200
092505,16.99,S,1000
092505,16.99,S,900
092505,16.99,S,1868
092505,16.99,S,1032
092505,16.99,S,968
092505,16.99,S,32
092505,16.99,S,300
092505,16.99,S,168
092505,16.99,S,132
092505,16.99,S,200
092505,16.99,S,468
092505,16.99,S,532
092505,16.99,S,4000
092505,16.99,S,4000
092505,16.99,S,17768
092505,16.99,S,4500
092505,16.99,S,700
092505,16.99,S,4532
092505,16.99,S,600
092505,16.99,S,2000
092505,16.99,S,600
092505,16.99,S,300
092505,16.99,S,2000
092505,16.99,S,2000
092505,16.99,S,2000
092505,16.99,S,1500
092505,16.99,S,20000
092505,16.99,S,500
092505,16.99,S,500
092505,16.99,S,11468
092505,16.99,S,500
092505,16.99,S,5000
092505,16.99,S,8032
092505,16.99,S,500
092505,16.99,S,400
092505,16.99,S,1700
092505,16.99,S,3800
092505,16.99,S,100
092505,16.99,S,47000
092505,16.99,S,10000
092505,16.99,S,2200
092505,16.99,S,500
092505,16.99,S,500
092505,16.99,S,1000
092505,16.99,S,1100
092505,16.99,S,1100
092505,16.99,S,5300
092505,16.99,S,100
092505,16.99,S,200
092505,16.99,S,300
092505,16.99,S,1000
092505,16.99,S,1000
092505,16.99,S,500
092505,16.99,S,1000
092505,16.99,S,7500
092505,16.99,S,5000
092505,16.99,S,2000
092505,16.99,S,1000
092505,16.99,S,1000
092505,16.99,S,3000
092505,16.99,S,500
092505,16.99,S,10500
092505,16.99,S,200
092505,16.99,S,1000
092505,16.99,S,800
092505,16.99,S,2500
092505,16.99,S,2000
092505,16.99,S,2000
092505,16.99,S,500
092505,16.99,S,1000
092505,16.99,B,5000
092505,16.99,S,1000
092505,16.99,S,200
092505,16.99,S,200
092505,16.99,S,2000
092505,16.99,S,1000
092505,16.99,S,200
092505,16.99,S,600
092505,16.99,S,500
092505,16.99,S,10600
092505,16.99,S,51468
092505,16.99,S,1000
092505,16.99,S,2000
092505,16.99,S,500
092505,16.99,S,1400
092505,16.99,S,500
092505,16.99,S,2300
092505,16.99,S,400
092505,16.99,B,8100
092505,16.99,S,500
092505,16.99,B,200
092505,16.99,B,200
092505,16.99,S,6432
092505,16.99,S,21968
